doc_id	adu_id	adu_token_index	char_offset	char_end	token_text	boundary_probability	predicted_boundary
micro_b003	a1	4	18	25	▁sollten	0.03747521	false
micro_b003	a1	5	26	36	▁Behandlung	0.01414565	false
micro_b003	a1	7	39	43	▁beim	0.00255044	false
micro_b003	a1	8	44	49	▁Natur	0.00707002	false
micro_b003	a1	10	51	55	▁oder	0.00603330	false
micro_b003	a1	11	56	60	▁Heil	0.00085057	false
micro_b003	a1	14	70	75	▁nicht	0.00272546	false
micro_b003	a1	15	76	77	▁	0.00019977	false
micro_b003	a1	16	76	82	zahlen	0.00833430	false
micro_b003	a2	1	84	86	▁es	0.73069489	true
micro_b003	a2	2	87	90	▁sei	0.00765094	false
micro_b003	a2	3	91	95	▁denn	0.00167608	false
micro_b003	a2	4	96	99	▁der	0.01365550	false
micro_b003	a2	5	100	103	▁ver	0.00173009	false
micro_b003	a2	8	113	119	▁Effekt	0.00116852	false
micro_b003	a2	9	120	123	▁und	0.09262849	false
micro_b003	a2	10	124	130	▁dessen	0.00649936	false
micro_b003	a2	11	131	143	▁medizinische	0.00063835	false
micro_b003	a2	13	145	151	▁Nutzen	0.00018142	false
micro_b003	a2	14	152	156	▁sind	0.00835120	false
micro_b003	a2	15	157	161	▁hand	0.00351730	false
micro_b003	a2	17	166	170	▁nach	0.00278738	false
micro_b003	a3	1	180	185	▁Genau	0.98453277	true
micro_b003	a3	2	186	192	▁dieser	0.00320476	false
micro_b003	a3	3	193	197	▁Nach	0.00590408	false
micro_b003	a3	5	202	207	▁fehlt	0.00354392	false
micro_b003	a3	6	208	214	▁jedoch	0.00573790	false
micro_b003	a3	7	215	217	▁in	0.00460807	false
micro_b003	a3	8	218	221	▁den	0.00356642	false
micro_b003	a3	9	222	229	▁meisten	0.00017192	false
micro_b003	a3	10	230	236	▁Fällen	0.00012814	false
micro_b003	a4	1	238	239	▁Z	0.99989259	true
micro_b003	a4	3	243	244	▁v	0.02360860	false
micro_b003	a4	6	253	256	▁die	0.00146431	false
micro_b003	a4	7	257	266	▁Patienten	0.00013000	false
micro_b003	a4	8	267	270	▁oft	0.00322925	false
micro_b003	a4	9	271	274	▁auf	0.00674560	false
micro_b003	a4	10	275	279	▁eine	0.00343979	false
micro_b003	a4	11	280	284	▁Lind	0.00163426	false
micro_b003	a4	13	290	295	▁ihrer	0.00049092	false
micro_b003	a4	14	296	306	▁Beschwerde	0.00008296	false
micro_b003	a4	16	308	312	▁nach	0.05480567	false
micro_b003	a4	17	313	316	▁der	0.00056748	false
micro_b003	a4	20	324	334	▁Behandlung	0.00016866	false
micro_b003	a5	1	338	340	▁So	0.99975199	true
micro_b003	a5	3	346	350	▁aber	0.00343034	false
micro_b003	a5	4	351	356	▁nicht	0.00034977	false
micro_b003	a5	5	357	361	▁klar	0.00174459	false
micro_b003	a5	6	362	365	▁ist	0.00041471	false
micro_b003	a5	8	367	370	▁wie	0.40169537	false
micro_b003	a5	10	373	375	▁es	0.00010475	false
micro_b003	a5	11	376	380	▁dazu	0.00020181	false
micro_b003	a5	12	381	386	▁kommt	0.00049204	false
micro_b003	a5	14	388	394	▁sollte	0.97551483	true
micro_b003	a5	15	395	398	▁das	0.00058237	false
micro_b003	a5	16	399	403	▁Geld	0.00096896	false
micro_b003	a5	17	404	410	▁besser	0.00663659	false
micro_b003	a5	18	411	414	▁für	0.00284478	false
micro_b003	a5	19	415	425	▁Behandlung	0.00126566	false
micro_b003	a5	21	428	431	▁aus	0.00047327	false
micro_b003	a5	23	439	445	▁werden	0.00036718	false
micro_b003	a5	25	447	450	▁bei	0.55573618	true
micro_b003	a5	26	451	456	▁denen	0.00120281	false
micro_b003	a5	27	457	460	▁man	0.00237631	false
micro_b003	a5	28	461	463	▁es	0.00032783	false
micro_b003	a5	29	464	467	▁mit	0.00206949	false
micro_b003	a5	30	468	478	▁Sicherheit	0.00019174	false
micro_b003	a5	31	479	484	▁weiss	0.00380650	false
micro_b004	a1	1	0	9	▁Natürlich	0.98559523	true
micro_b004	a1	2	10	14	▁gibt	0.00073685	false
micro_b004	a1	3	15	17	▁es	0.00006858	false
micro_b004	a1	4	18	22	▁auch	0.00087384	false
micro_b004	a1	5	23	25	▁im	0.00041029	false
micro_b004	a1	6	26	27	▁Ö	0.00071465	false
micro_b004	a1	13	49	55	▁einige	0.00090237	false
micro_b004	a1	14	56	60	▁Send	0.00144441	false
micro_b004	a1	17	67	70	▁die	0.29596803	false
micro_b004	a1	18	71	74	▁den	0.00197608	false
micro_b004	a1	19	75	79	▁Rund	0.00105186	false
micro_b004	a1	22	91	96	▁nicht	0.00032470	false
micro_b004	a1	23	97	101	▁wert	0.00080811	false
micro_b004	a1	24	102	106	▁sind	0.00030032	false
micro_b004	a2	1	108	111	▁und	0.90673977	true
micro_b004	a2	2	112	118	▁andere	0.00029430	false
micro_b004	a2	4	120	123	▁wie	0.04130219	false
micro_b004	a2	5	124	127	▁der	0.00308638	false
micro_b004	a2	6	128	133	▁Musik	0.00014784	false
micro_b004	a2	10	144	148	▁oder	0.00714259	false
micro_b004	a2	11	149	152	▁die	0.00053312	false
micro_b004	a2	12	153	159	▁vielen	0.00010451	false
micro_b004	a2	13	160	164	▁Tele	0.00009271	false
micro_b004	a2	17	173	177	▁sind	0.06850630	false
micro_b004	a2	18	178	181	▁nur	0.00180173	false
micro_b004	a2	19	182	185	▁für	0.00256272	false
micro_b004	a2	20	186	195	▁bestimmte	0.00026381	false
micro_b004	a2	21	196	205	▁Zuschauer	0.00007365	false
micro_b004	a2	23	213	224	▁interessant	0.00008333	false
micro_b004	a3	1	226	234	▁Trotzdem	0.99963713	true
micro_b004	a3	2	235	242	▁sollten	0.05829573	false
micro_b004	a3	3	243	247	▁alle	0.00783500	false
micro_b004	a3	4	248	254	▁gleich	0.00147816	false
micro_b004	a3	7	262	265	▁für	0.00691342	false
micro_b004	a3	8	266	269	▁die	0.00128235	false
micro_b004	a3	9	270	282	▁Finanzierung	0.00045314	false
micro_b004	a3	10	283	286	▁der	0.00102785	false
micro_b004	a3	11	287	288	▁	0.00005734	false
micro_b004	a3	12	287	297	öffentlich	0.00019240	false
micro_b004	a3	13	298	299	▁	0.00006319	false
micro_b004	a3	14	298	309	rechtlichen	0.00008466	false
micro_b004	a3	15	310	314	▁Send	0.00032044	false
micro_b004	a3	17	317	320	▁auf	0.00424100	false
micro_b004	a4	1	328	332	▁denn	0.96987253	true
micro_b004	a4	2	333	336	▁wir	0.02966988	false
micro_b004	a4	3	337	345	▁brauchen	0.01008233	false
micro_b004	a4	4	346	355	▁allgemein	0.01158962	false
micro_b004	a4	6	357	360	▁und	0.04773990	false
micro_b004	a4	7	361	371	▁unabhängig	0.00820609	false
micro_b004	a4	9	373	379	▁Medien	0.00547046	false
micro_b004	a5	1	381	392	▁Schließlich	0.99957699	true
micro_b004	a5	2	393	399	▁wollen	0.01869221	false
micro_b004	a5	3	400	403	▁wir	0.00185449	false
micro_b004	a5	4	404	411	▁unserer	0.00678055	false
micro_b004	a5	6	414	419	▁Blick	0.00031199	false
micro_b004	a5	7	420	423	▁auf	0.00180116	false
micro_b004	a5	8	424	427	▁die	0.00303176	false
micro_b004	a5	9	428	432	▁Welt	0.00012493	false
micro_b004	a5	10	433	438	▁weder	0.03083391	false
micro_b004	a5	11	439	444	▁durch	0.00185972	false
micro_b004	a5	12	445	448	▁die	0.00137253	false
micro_b004	a5	13	449	452	▁Bri	0.00003948	false
micro_b004	a5	15	456	459	▁der	0.00306145	false
micro_b004	a5	16	460	469	▁Regierung	0.00015036	false
micro_b004	a5	17	470	474	▁noch	0.04761911	false
micro_b004	a5	18	475	480	▁durch	0.00059804	false
micro_b004	a5	19	481	484	▁die	0.00033732	false
micro_b004	a5	20	485	488	▁von	0.00070864	false
micro_b004	a5	21	489	490	▁	0.00003840	false
micro_b004	a5	22	489	496	reichen	0.00113010	false
micro_b004	a5	23	497	503	▁Medien	0.00010356	false
micro_b004	a5	27	516	524	▁bekommen	0.00465579	false
micro_b005	a1	1	0	3	▁Die	0.95608050	true
micro_b005	a1	2	4	6	▁Ge	0.00431576	false
micro_b005	a1	5	18	24	▁müssen	0.01181772	false
micro_b005	a1	6	25	33	▁dringend	0.01077588	false
micro_b005	a1	7	34	41	▁stärker	0.00253148	false
micro_b005	a1	8	42	45	▁vom	0.00846626	false
micro_b005	a1	9	46	55	▁Parlament	0.00497436	false
micro_b005	a1	10	56	64	▁kontroll	0.00284099	false
micro_b005	a1	12	69	75	▁werden	0.00420412	false
micro_b005	a2	1	77	80	▁das	0.37965411	false
micro_b005	a2	2	81	87	▁sollte	0.04858090	false
micro_b005	a2	3	88	93	▁jedem	0.00375253	false
micro_b005	a2	4	94	98	▁nach	0.02902361	false
micro_b005	a2	5	99	102	▁den	0.00199305	false
micro_b005	a2	6	103	106	▁Ent	0.00084513	false
micro_b005	a2	10	116	119	▁von	0.00192990	false
micro_b005	a2	11	120	126	▁Edward	0.00221840	false
micro_b005	a2	12	127	131	▁Snow	0.00128650	false
micro_b005	a2	14	135	139	▁klar	0.00889901	false
micro_b005	a2	15	140	144	▁sein	0.00329376	false
micro_b005	a3	1	146	149	▁Die	0.99940300	true
micro_b005	a3	2	150	152	▁be	0.00102968	false
micro_b005	a3	4	160	164	▁zwar	0.00303063	false
micro_b005	a3	5	165	168	▁vor	0.00037260	false
micro_b005	a3	6	169	174	▁allem	0.00015106	false
micro_b005	a3	7	175	178	▁die	0.00025062	false
micro_b005	a3	8	179	188	▁britische	0.00018235	false
micro_b005	a3	10	190	193	▁und	0.00132175	false
micro_b005	a3	11	194	195	▁	0.00004861	false
micro_b005	a3	12	194	207	amerikanische	0.00011387	false
micro_b005	a3	14	209	211	▁Ge	0.00033972	false
micro_b005	a4	1	224	228	▁aber	0.89242399	true
micro_b005	a4	2	229	232	▁mit	0.00542756	false
micro_b005	a4	3	233	238	▁denen	0.00041136	false
micro_b005	a4	4	239	247	▁arbeiten	0.00358605	false
micro_b005	a4	5	248	251	▁die	0.00583423	false
micro_b005	a4	6	252	261	▁Deutschen	0.00076237	false
micro_b005	a4	7	262	268	▁Dienst	0.00047206	false
micro_b005	a4	9	270	277	▁bekannt	0.01437573	false
micro_b005	a4	12	285	288	▁eng	0.00743813	false
micro_b005	a4	13	289	297	▁zusammen	0.00365304	false
micro_b005	a5	1	299	302	▁Der	0.99965560	true
micro_b005	a5	3	305	313	▁Werkzeug	0.00013564	false
micro_b005	a5	6	316	321	▁Daten	0.00027678	false
micro_b005	a5	7	322	325	▁und	0.00335087	false
micro_b005	a5	8	326	330	▁Know	0.00027505	false
micro_b005	a5	10	334	338	▁wird	0.00404769	false
micro_b005	a5	11	339	344	▁schon	0.00145502	false
micro_b005	a5	12	345	350	▁lange	0.00010748	false
micro_b005	a5	13	351	353	▁zu	0.00665491	false
micro_b005	a5	14	354	361	▁unserer	0.00044055	false
micro_b005	a5	15	362	366	▁Über	0.00010049	false
micro_b005	a5	18	374	381	▁genutzt	0.00034212	false
micro_b006	a1	1	0	3	▁Die	0.99771619	true
micro_b006	a1	2	4	6	▁To	0.00183903	false
micro_b006	a1	6	16	19	▁ist	0.00822552	false
micro_b006	a1	7	20	23	▁ein	0.00132742	false
micro_b006	a1	8	24	30	▁Rechts	0.00052803	false
micro_b006	a1	11	38	45	▁welches	0.47841820	false
micro_b006	a1	12	46	49	▁als	0.00250129	false
micro_b006	a1	13	50	56	▁solche	0.00011160	false
micro_b006	a1	15	58	60	▁in	0.00063773	false
micro_b006	a1	16	61	72	▁Deutschland	0.00040019	false
micro_b006	a1	17	73	78	▁nicht	0.00094726	false
micro_b006	a1	18	79	81	▁an	0.00067397	false
micro_b006	a1	21	89	92	▁ist	0.00105368	false
micro_b006	a2	1	94	97	▁Zum	0.99862540	true
micro_b006	a2	2	98	103	▁einen	0.00048632	false
micro_b006	a2	3	104	107	▁ist	0.01736468	false
micro_b006	a2	4	108	110	▁in	0.00118370	false
micro_b006	a2	5	111	118	▁unserer	0.00012053	false
micro_b006	a2	6	119	129	▁Verfassung	0.00011677	false
micro_b006	a2	7	130	134	▁eine	0.00115606	false
micro_b006	a2	8	135	137	▁un	0.00030631	false
micro_b006	a2	12	148	156	▁Menschen	0.00013964	false
micro_b006	a2	16	162	165	▁ver	0.00032089	false
micro_b006	a3	1	172	175	▁und	0.90410775	true
micro_b006	a3	2	176	179	▁zum	0.01430422	false
micro_b006	a3	3	180	187	▁anderen	0.00039332	false
micro_b006	a3	4	188	192	▁kann	0.03418904	false
micro_b006	a3	5	193	197	▁sich	0.00294614	false
micro_b006	a3	6	198	202	▁kein	0.00241745	false
micro_b006	a3	7	203	209	▁Mensch	0.00011124	false
micro_b006	a3	8	210	213	▁ein	0.00273021	false
micro_b006	a3	9	214	219	▁Recht	0.00039228	false
micro_b006	a3	10	220	226	▁heraus	0.00188213	false
micro_b006	a3	13	234	238	▁über	0.08961181	false
micro_b006	a3	14	239	242	▁den	0.00941866	false
micro_b006	a3	15	243	246	▁Tod	0.00094440	false
micro_b006	a3	16	247	252	▁eines	0.00305558	false
micro_b006	a3	17	253	260	▁anderen	0.00014508	false
micro_b006	a3	18	261	269	▁Menschen	0.00009123	false
micro_b006	a3	19	270	281	▁entscheiden	0.00241186	false
micro_b006	a3	20	282	284	▁zu	0.00379645	false
micro_b006	a3	21	285	291	▁dürfen	0.00187922	false
micro_b006	a4	1	293	297	▁Auch	0.99985063	true
micro_b006	a4	2	298	302	▁wenn	0.03314868	false
micro_b006	a4	3	303	308	▁viele	0.00026133	false
micro_b006	a4	4	309	317	▁Menschen	0.00014475	false
micro_b006	a4	5	318	324	▁denken	0.00195656	false
micro_b006	a4	7	326	330	▁dass	0.46472704	false
micro_b006	a4	8	331	334	▁ein	0.00126294	false
micro_b006	a4	9	335	338	▁Mör	0.00050812	false
micro_b006	a4	11	342	349	▁bereits	0.00196965	false
micro_b006	a4	12	350	354	▁über	0.00134962	false
micro_b006	a4	13	355	360	▁Leben	0.00038428	false
micro_b006	a4	14	361	364	▁und	0.00434620	false
micro_b006	a4	15	365	368	▁Tod	0.00056257	false
micro_b006	a4	16	369	374	▁eines	0.00093301	false
micro_b006	a4	17	375	382	▁anderen	0.00006017	false
micro_b006	a4	18	383	391	▁Menschen	0.00007601	false
micro_b006	a4	19	392	403	▁entschieden	0.00210924	false
micro_b006	a4	20	404	407	▁hat	0.00076931	false
micro_b006	a5	1	409	412	▁ist	0.75799328	true
micro_b006	a5	2	413	417	▁dies	0.00054006	false
micro_b006	a5	3	418	420	▁ja	0.00180239	false
micro_b006	a5	4	421	424	▁die	0.00071381	false
micro_b006	a5	5	425	430	▁Straf	0.00028156	false
micro_b006	a5	8	435	438	▁die	0.24093623	false
micro_b006	a5	9	439	442	▁wir	0.00208121	false
micro_b006	a5	10	443	448	▁nicht	0.00068865	false
micro_b006	a5	11	449	452	▁mit	0.00078677	false
micro_b006	a5	12	453	457	▁eben	0.00009834	false
micro_b006	a5	13	458	464	▁solche	0.00004554	false
micro_b006	a5	15	466	469	▁ver	0.00050929	false
micro_b006	a5	18	476	482	▁können	0.00098501	false
micro_b007	a1	1	0	5	▁Hunde	0.99843591	true
micro_b007	a1	4	12	15	▁auf	0.00375897	false
micro_b007	a1	5	16	19	▁Geh	0.00073541	false
micro_b007	a1	7	25	27	▁er	0.01037184	false
micro_b007	a1	9	35	40	▁meine	0.00266650	false
micro_b007	a1	10	41	49	▁komplett	0.00058062	false
micro_b007	a1	13	52	55	▁auf	0.00796266	false
micro_b007	a1	14	56	59	▁den	0.00156490	false
micro_b007	a1	15	60	65	▁Boden	0.00044700	false
micro_b007	a1	16	66	67	▁	0.00004594	false
micro_b007	a1	17	66	74	gerichte	0.00052114	false
micro_b007	a1	20	78	92	▁Aufmerksamkeit	0.00220238	false
micro_b007	a1	21	93	96	▁auf	0.01647109	false
micro_b007	a1	22	97	100	▁dem	0.00143080	false
micro_b007	a1	23	101	104	▁Weg	0.00024180	false
micro_b007	a1	24	105	108	▁zur	0.00141753	false
micro_b007	a1	25	109	115	▁Arbeit	0.00024486	false
micro_b007	a2	1	117	124	▁Dadurch	0.99969530	true
micro_b007	a2	2	125	133	▁entsteht	0.00032082	false
micro_b007	a2	3	134	138	▁eine	0.00088933	false
micro_b007	a2	4	139	141	▁Un	0.00077932	false
micro_b007	a2	8	153	155	▁im	0.00062821	false
micro_b007	a2	9	156	163	▁Straßen	0.00032526	false
micro_b007	a2	12	172	175	▁die	0.62126732	true
micro_b007	a2	13	176	188	▁vergleichbar	0.00046391	false
micro_b007	a2	14	189	192	▁mit	0.00012432	false
micro_b007	a2	15	193	198	▁einem	0.00014864	false
micro_b007	a2	16	199	201	▁De	0.00106498	false
micro_b007	a2	18	206	209	▁der	0.00069811	false
micro_b007	a2	19	210	212	▁St	0.00017507	false
micro_b007	a2	21	215	218	▁ist	0.00084897	false
micro_b007	a3	1	220	227	▁Deshalb	0.99987292	true
micro_b007	a3	2	228	234	▁sollte	0.05145758	false
micro_b007	a3	3	235	238	▁die	0.00464353	false
micro_b007	a3	4	239	242	▁Ver	0.00094187	false
micro_b007	a3	8	252	257	▁eines	0.00172175	false
micro_b007	a3	9	258	265	▁solchen	0.00017159	false
micro_b007	a3	10	266	270	▁Hind	0.00023523	false
micro_b007	a3	14	279	286	▁stärker	0.00317336	false
micro_b007	a3	15	287	289	▁ge	0.00211207	false
micro_b007	a3	18	296	302	▁werden	0.00188593	false
micro_b007	a4	1	304	309	▁Hunde	0.99950290	true
micro_b007	a4	3	316	318	▁mö	0.00046465	false
micro_b007	a4	5	322	328	▁denken	0.00078456	false
micro_b007	a4	7	330	334	▁dass	0.42650247	false
micro_b007	a4	8	335	338	▁ein	0.00210347	false
micro_b007	a4	9	339	344	▁Hunde	0.00034915	false
micro_b007	a4	12	351	354	▁nur	0.00862316	false
micro_b007	a4	13	355	358	▁ein	0.00061870	false
micro_b007	a4	14	359	362	▁har	0.00009428	false
micro_b007	a4	17	368	374	▁Sekret	0.00035949	false
micro_b007	a4	18	375	380	▁eines	0.00216750	false
micro_b007	a4	19	381	386	▁Tiere	0.00007932	false
micro_b007	a4	21	388	391	▁wie	0.01639808	false
micro_b007	a4	22	392	397	▁jedes	0.00012388	false
micro_b007	a4	23	398	404	▁andere	0.00006531	false
micro_b007	a4	24	405	408	▁ist	0.00678156	false
micro_b007	a5	1	410	414	▁Doch	0.99988031	true
micro_b007	a5	2	415	419	▁dann	0.05824773	false
micro_b007	a5	3	420	426	▁verken	0.01476610	false
micro_b007	a5	5	430	433	▁sie	0.00230943	false
micro_b007	a5	6	434	437	▁die	0.00385121	false
micro_b007	a5	7	438	450	▁Auswirkungen	0.00014055	false
micro_b007	a5	8	451	454	▁auf	0.00404564	false
micro_b007	a5	9	455	458	▁den	0.01166947	false
micro_b007	a5	10	459	466	▁Straßen	0.00099174	false
micro_b008	a1	1	0	9	▁Natürlich	0.99963951	true
micro_b008	a1	2	10	14	▁wäre	0.01647978	false
micro_b008	a1	3	15	17	▁es	0.00046536	false
micro_b008	a1	4	18	23	▁schön	0.00106595	false
micro_b008	a1	5	24	31	▁einfach	0.00092206	false
micro_b008	a1	7	33	37	▁wenn	0.81673551	true
micro_b008	a1	8	38	41	▁ich	0.00968984	false
micro_b008	a1	9	42	46	▁nach	0.03836067	false
micro_b008	a1	10	47	52	▁einer	0.00067375	false
