doc_id	token_index	char_offset	char_end	token_text	boundary_probability	predicted_boundary	gold_adu_start
micro_b002	8	57	62	nicht	0.00003195	false	false
micro_b002	9	63	67	mehr	0.00001371	false	false
micro_b002	10	68	75	bewegen	0.00004074	false	false
micro_b002	11	75	76	,	0.00001342	false	false
micro_b002	12	77	81	ohne	0.96631014	true	false
micro_b002	13	82	91	permanent	0.00006369	false	false
micro_b002	14	92	95	den	0.00003701	false	false
micro_b002	15	96	101	Boden	0.00002620	false	false
micro_b002	16	102	106	nach	0.00006193	false	false
micro_b002	17	107	118	Hundehaufen	0.00002277	false	false
micro_b002	18	119	129	abzusuchen	0.00005076	false	false
micro_b002	19	129	130	.	0.00001295	false	false
micro_b002	20	131	134	Und	0.99957663	true	true
micro_b002	21	135	139	wenn	0.02654987	false	false
micro_b002	22	140	143	man	0.00002890	false	false
micro_b002	23	144	148	doch	0.00002385	false	false
micro_b002	24	149	152	mal	0.00001216	false	false
micro_b002	25	153	157	Pech	0.00003475	false	false
micro_b002	26	158	161	hat	0.00003975	false	false
micro_b002	27	162	165	und	0.98026776	true	false
micro_b002	28	166	170	eine	0.00003164	false	false
micro_b002	29	171	174	der	0.00001367	false	false
micro_b002	30	175	181	vielen	0.00001043	false	false
micro_b002	31	182	183	""""	0.00003428	false	false
micro_b002	32	183	192	Tretminen	0.00001858	false	false
micro_b002	33	192	193	""""	0.00001281	false	false
micro_b002	34	194	200	trifft	0.00003714	false	false
micro_b002	35	200	201	,	0.00001259	false	false
micro_b002	36	202	206	muss	0.99348289	true	false
micro_b002	37	207	210	man	0.00016457	false	false
micro_b002	38	211	215	sich	0.00003191	false	false
micro_b002	39	216	219	die	0.00003670	false	false
micro_b002	40	220	230	stinkenden	0.00002378	false	false
micro_b002	41	231	251	Hinterlassenschaften	0.00002103	false	false
micro_b002	42	252	260	mühselig	0.00006722	false	false
micro_b002	43	261	264	von	0.00004156	false	false
micro_b002	44	265	268	der	0.00001204	false	false
micro_b002	45	269	274	Sohle	0.00001304	false	false
micro_b002	46	275	282	kratzen	0.00003344	false	false
micro_b002	47	282	283	.	0.00001078	false	false
micro_b002	48	284	290	Höhere	0.99919170	true	true
micro_b002	49	291	302	Geldstrafen	0.00000965	false	false
micro_b002	50	303	307	sind	0.00003947	false	false
micro_b002	51	308	310	da	0.00008008	false	false
micro_b002	52	311	314	das	0.00002966	false	false
micro_b002	53	315	323	richtige	0.00001929	false	false
micro_b002	54	324	330	Mittel	0.00002945	false	false
micro_b002	55	331	336	gegen	0.00023348	false	false
micro_b002	56	337	348	nachlässige	0.00003572	false	false
micro_b002	57	348	349	,	0.00001052	false	false
micro_b002	58	350	355	faule	0.00009079	false	false
micro_b002	59	356	360	oder	0.00013425	false	false
micro_b002	60	361	368	einfach	0.00001350	false	false
micro_b002	61	369	381	gedankenlose	0.00001609	false	false
micro_b002	62	382	393	Hundehalter	0.00006294	false	false
micro_b002	63	393	394	.	0.00001431	false	false
micro_b002	64	395	399	Klar	0.99894017	true	true
micro_b002	65	399	400	,	0.00002188	false	false
micro_b002	66	401	404	die	0.00501981	false	false
micro_b002	67	405	411	müssen	0.00001571	false	false
micro_b002	68	412	419	erstmal	0.00005975	false	false
micro_b002	69	420	423	von	0.00001565	false	false
micro_b002	70	424	427	den	0.00000827	false	false
micro_b002	71	428	435	wenigen	0.00000888	false	false
micro_b002	72	436	451	Ordnungsbeamten	0.00001417	false	false
micro_b002	73	452	460	erwischt	0.00004098	false	false
micro_b002	74	461	467	werden	0.00001957	false	false
micro_b002	75	467	468	,	0.00000959	false	false
micro_b002	76	469	473	aber	0.99851316	true	true
micro_b002	77	474	478	wenn	0.03889516	false	false
micro_b002	78	479	482	sie	0.00004932	false	false
micro_b002	79	483	487	dann	0.00003203	false	false
micro_b002	80	488	491	die	0.00003084	false	false
micro_b002	81	492	503	Brieftasche	0.00001358	false	false
micro_b002	82	504	510	zücken	0.00004042	false	false
micro_b002	83	511	517	müssen	0.00003814	false	false
micro_b002	84	517	518	,	0.00001164	false	false
micro_b002	85	519	523	wird	0.98992634	true	false
micro_b002	86	524	529	ihnen	0.00003276	false	false
micro_b002	87	530	533	die	0.00002270	false	false
micro_b002	88	534	542	Faulheit	0.00001287	false	false
micro_b002	89	543	548	schon	0.00005428	false	false
micro_b002	90	549	557	vergehen	0.00002569	false	false
micro_b002	91	557	558	!	0.00002518	false	false
micro_b003	0	0	3	Die	0.99935204	true	true
micro_b003	1	4	17	Krankenkassen	0.00003703	false	false
micro_b003	2	18	25	sollten	0.00003193	false	false
micro_b003	3	26	38	Behandlungen	0.00006802	false	false
micro_b003	4	39	43	beim	0.00004374	false	false
micro_b003	5	44	50	Natur-	0.00002016	false	false
micro_b003	6	51	55	oder	0.00003176	false	false
micro_b003	7	56	69	Heilpraktiker	0.00001176	false	false
micro_b003	8	70	75	nicht	0.00005591	false	false
micro_b003	9	76	82	zahlen	0.00003204	false	false
micro_b003	10	82	83	,	0.00001356	false	false
micro_b003	11	84	86	es	0.99643207	true	true
micro_b003	12	87	90	sei	0.00019909	false	false
micro_b003	13	91	95	denn	0.00024758	false	false
micro_b003	14	96	99	der	0.00009201	false	false
micro_b003	15	100	112	versprochene	0.00002750	false	false
micro_b003	16	113	119	Effekt	0.00002833	false	false
micro_b003	17	120	123	und	0.03130533	false	false
micro_b003	18	124	130	dessen	0.00002488	false	false
micro_b003	19	131	144	medizinischer	0.00002273	false	false
micro_b003	20	145	151	Nutzen	0.00002278	false	false
micro_b003	21	152	156	sind	0.00003782	false	false
micro_b003	22	157	165	handfest	0.00001929	false	false
micro_b003	23	166	178	nachgewiesen	0.00002429	false	false
micro_b003	24	178	179	.	0.00001015	false	false
micro_b003	25	180	185	Genau	0.99889249	true	true
micro_b003	26	186	192	dieser	0.00001250	false	false
micro_b003	27	193	201	Nachweis	0.00001385	false	false
micro_b003	28	202	207	fehlt	0.00002161	false	false
micro_b003	29	208	214	jedoch	0.00010969	false	false
micro_b003	30	215	217	in	0.00003037	false	false
micro_b003	31	218	221	den	0.00000786	false	false
micro_b003	32	222	229	meisten	0.00000720	false	false
micro_b003	33	230	236	Fällen	0.00000750	false	false
micro_b003	34	236	237	.	0.00000871	false	false
micro_b003	35	238	242	Zwar	0.99893075	true	true
micro_b003	36	243	252	verweisen	0.00006241	false	false
micro_b003	37	253	256	die	0.00007794	false	false
micro_b003	38	257	266	Patienten	0.00003286	false	false
micro_b003	39	267	270	oft	0.00007591	false	false
micro_b003	40	271	274	auf	0.00006638	false	false
micro_b003	41	275	279	eine	0.00003146	false	false
micro_b003	42	280	289	Linderung	0.00001916	false	false
micro_b003	43	290	295	ihrer	0.00002646	false	false
micro_b003	44	296	307	Beschwerden	0.00001899	false	false
micro_b003	45	308	312	nach	0.00398365	false	false
micro_b003	46	313	323	derartigen	0.00000682	false	false
micro_b003	47	324	336	Behandlungen	0.00001224	false	false
micro_b003	48	336	337	.	0.00001143	false	false
micro_b003	49	338	345	Solange	0.99871349	true	true
micro_b003	50	346	350	aber	0.00009513	false	false
micro_b003	51	351	356	nicht	0.00003860	false	false
micro_b003	52	357	361	klar	0.00004364	false	false
micro_b003	53	362	365	ist	0.00004031	false	false
micro_b003	54	365	366	,	0.00001050	false	false
micro_b003	55	367	372	wieso	0.02645726	false	false
micro_b003	56	373	375	es	0.00002433	false	false
micro_b003	57	376	380	dazu	0.00001851	false	false
micro_b003	58	381	386	kommt	0.00001595	false	false
micro_b003	59	386	387	,	0.00000946	false	false
micro_b003	60	388	394	sollte	0.99458802	true	false
micro_b003	61	395	398	das	0.00011777	false	false
micro_b003	62	399	403	Geld	0.00001410	false	false
micro_b003	63	404	410	besser	0.00005058	false	false
micro_b003	64	411	414	für	0.00011679	false	false
micro_b003	65	415	427	Behandlungen	0.00003308	false	false
micro_b003	66	428	438	ausgegeben	0.00004246	false	false
micro_b003	67	439	445	werden	0.00004156	false	false
micro_b003	68	445	446	,	0.00000925	false	false
micro_b003	69	447	450	bei	0.82007885	true	false
micro_b003	70	451	456	denen	0.00006496	false	false
micro_b003	71	457	460	man	0.00007737	false	false
micro_b003	72	461	463	es	0.00002100	false	false
micro_b003	73	464	467	mit	0.00007196	false	false
micro_b003	74	468	478	Sicherheit	0.00001073	false	false
micro_b003	75	479	484	weiss	0.00001935	false	false
micro_b003	76	484	485	.	0.00000956	false	false
micro_b004	0	0	9	Natürlich	0.99925369	true	true
micro_b004	1	10	14	gibt	0.00001244	false	false
micro_b004	2	15	17	es	0.00001264	false	false
micro_b004	3	18	22	auch	0.00002055	false	false
micro_b004	4	23	25	im	0.00002710	false	false
micro_b004	5	26	48	Öffentlich-Rechtlichen	0.00001051	false	false
micro_b004	6	49	55	einige	0.00003538	false	false
micro_b004	7	56	65	Sendungen	0.00003191	false	false
micro_b004	8	65	66	,	0.00000890	false	false
micro_b004	9	67	70	die	0.06924600	false	false
micro_b004	10	71	74	den	0.00002151	false	false
micro_b004	11	75	90	Rundfunkbeitrag	0.00000756	false	false
micro_b004	12	91	96	nicht	0.00002187	false	false
micro_b004	13	97	101	wert	0.00001960	false	false
micro_b004	14	102	106	sind	0.00001779	false	false
micro_b004	15	106	107	,	0.00000917	false	false
micro_b004	16	108	111	und	0.99755448	true	true
micro_b004	17	112	118	andere	0.00007427	false	false
micro_b004	18	118	119	,	0.00001552	false	false
micro_b004	19	120	123	wie	0.00950490	false	false
micro_b004	20	124	127	der	0.00001600	false	false
micro_b004	21	128	143	Musikantenstadl	0.00001240	false	false
micro_b004	22	144	148	oder	0.00089042	false	false
micro_b004	23	149	152	die	0.00000965	false	false
micro_b004	24	153	159	vielen	0.00000782	false	false
micro_b004	25	160	171	Telenovelas	0.00000787	false	false
micro_b004	26	171	172	,	0.00001204	false	false
micro_b004	27	173	177	sind	0.00208953	false	false
micro_b004	28	178	181	nur	0.00006368	false	false
micro_b004	29	182	185	für	0.00001558	false	false
micro_b004	30	186	195	bestimmte	0.00001027	false	false
micro_b004	31	196	212	Zuschauergruppen	0.00000821	false	false
micro_b004	32	213	224	interessant	0.00002594	false	false
micro_b004	33	224	225	.	0.00000768	false	false
micro_b004	34	226	234	Trotzdem	0.99901700	true	true
micro_b004	35	235	242	sollten	0.00001820	false	false
micro_b004	36	243	247	alle	0.00018381	false	false
micro_b004	37	248	261	gleichermaßen	0.00003333	false	false
micro_b004	38	262	265	für	0.00007998	false	false
micro_b004	39	266	269	die	0.00001461	false	false
micro_b004	40	270	282	Finanzierung	0.00000959	false	false
micro_b004	41	283	286	der	0.00002678	false	false
micro_b004	42	287	297	öffentlich	0.00000873	false	false
micro_b004	43	298	309	rechtlichen	0.00000699	false	false
micro_b004	44	310	316	Sender	0.00001797	false	false
micro_b004	45	317	326	aufkommen	0.00005903	false	false
micro_b004	46	326	327	,	0.00000983	false	false
micro_b004	47	328	332	denn	0.99819905	true	true
micro_b004	48	333	336	wir	0.00003501	false	false
micro_b004	49	337	345	brauchen	0.00000923	false	false
micro_b004	50	346	356	allgemeine	0.00003100	false	false
micro_b004	51	357	360	und	0.00007104	false	false
micro_b004	52	361	372	unabhängige	0.00001640	false	false
micro_b004	53	373	379	Medien	0.00001118	false	false
micro_b004	54	379	380	.	0.00000886	false	false
micro_b004	55	381	392	Schließlich	0.99873716	true	true
micro_b004	56	393	399	wollen	0.00002437	false	false
micro_b004	57	400	403	wir	0.00004122	false	false
micro_b004	58	404	413	unsereren	0.00002205	false	false
micro_b004	59	414	419	Blick	0.00001882	false	false
micro_b004	60	420	423	auf	0.00002812	false	false
micro_b004	61	424	427	die	0.00001087	false	false
micro_b004	62	428	432	Welt	0.00001266	false	false
micro_b004	63	433	438	weder	0.00064018	false	false
micro_b004	64	439	444	durch	0.00002040	false	false
micro_b004	65	445	448	die	0.00001048	false	false
micro_b004	66	449	455	Brille	0.00001331	false	false
micro_b004	67	456	459	der	0.00001665	false	false
micro_b004	68	460	469	Regierung	0.00001168	false	false
micro_b004	69	470	474	noch	0.00811928	false	false
micro_b004	70	475	480	durch	0.00001241	false	false
micro_b004	71	481	484	die	0.00001827	false	false
micro_b004	72	485	488	von	0.00002457	false	false
micro_b004	73	489	496	reichen	0.00001049	false	false
micro_b004	74	497	515	Medienunternehmern	0.00001419	false	false
micro_b004	75	516	524	bekommen	0.00004560	false	false
micro_b004	76	524	525	.	0.00000937	false	false
micro_b005	0	0	3	Die	0.99963272	true	true
micro_b005	1	4	17	Geheimdienste	0.00002380	false	false
micro_b005	2	18	24	müssen	0.00002504	false	false
micro_b005	3	25	33	dringend	0.00004274	false	false
micro_b005	4	34	41	stärker	0.00002089	false	false
micro_b005	5	42	45	vom	0.00002029	false	false
micro_b005	6	46	55	Parlament	0.00001783	false	false
micro_b005	7	56	68	kontrolliert	0.00004501	false	false
micro_b005	8	69	75	werden	0.00002500	false	false
micro_b005	9	75	76	,	0.00000902	false	false
micro_b005	10	77	80	das	0.99534601	true	true
micro_b005	11	81	87	sollte	0.00003973	false	false
micro_b005	12	88	93	jedem	0.00005179	false	false
micro_b005	13	94	98	nach	0.00148317	false	false
micro_b005	14	99	102	den	0.00001241	false	false
micro_b005	15	103	115	Enthüllungen	0.00002129	false	false
micro_b005	16	116	119	von	0.00002744	false	false
micro_b005	17	120	126	Edward	0.00002451	false	false
micro_b005	18	127	134	Snowden	0.00003422	false	false
micro_b005	19	135	139	klar	0.00006218	false	false
micro_b005	20	140	144	sein	0.00002405	false	false
micro_b005	21	144	145	.	0.00000781	false	false
micro_b005	22	146	149	Die	0.99925715	true	true
micro_b005	23	150	159	betreffen	0.00001163	false	false
micro_b005	24	160	164	zwar	0.00002586	false	false
micro_b005	25	165	168	vor	0.00001646	false	false
micro_b005	26	169	174	allem	0.00001008	false	false
micro_b005	27	175	178	die	0.00001593	false	false
micro_b005	28	179	189	britischen	0.00001370	false	false
micro_b005	29	190	193	und	0.00002896	false	false
micro_b005	30	194	208	amerikanischen	0.00000573	false	false
micro_b005	31	209	222	Geheimdienste	0.00001011	false	false
micro_b005	32	222	223	,	0.00001028	false	false
micro_b005	33	224	228	aber	0.99868554	true	true
micro_b005	34	229	232	mit	0.00079307	false	false
micro_b005	35	233	238	denen	0.00002617	false	false
micro_b005	36	239	247	arbeiten	0.00002743	false	false
micro_b005	37	248	251	die	0.00002902	false	false
micro_b005	38	252	261	Deutschen	0.00000971	false	false
micro_b005	39	262	269	Dienste	0.00001096	false	false
micro_b005	40	270	284	bekanntermaßen	0.00004316	false	false
micro_b005	41	285	288	eng	0.00001554	false	false
micro_b005	42	289	297	zusammen	0.00001049	false	false
micro_b005	43	297	298	.	0.00000816	false	false
micro_b005	44	299	304	Deren	0.99866092	true	true
micro_b005	45	305	314	Werkzeuge	0.00002186	false	false
micro_b005	46	314	315	,	0.00000988	false	false
micro_b005	47	316	321	Daten	0.00003586	false	false
micro_b005	48	322	325	und	0.00002749	false	false
micro_b005	49	326	333	Knowhow	0.00001370	false	false
micro_b005	50	334	338	wird	0.00003325	false	false
micro_b005	51	339	344	schon	0.00002988	false	false
micro_b005	52	345	350	lange	0.00000973	false	false
micro_b005	53	351	353	zu	0.00047081	false	false
micro_b005	54	354	361	unserer	0.00001028	false	false
micro_b005	55	362	373	Überwachung	0.00000894	false	false
micro_b005	56	374	381	genutzt	0.00003270	false	false
micro_b005	57	381	382	.	0.00000901	false	false
micro_b006	0	0	3	Die	0.99967062	true	true
micro_b006	1	4	15	Todesstrafe	0.00003093	false	false
micro_b006	2	16	19	ist	0.00004097	false	false
micro_b006	3	20	23	ein	0.00002631	false	false
micro_b006	4	24	36	Rechtsmittel	0.00003045	false	false
micro_b006	5	36	37	,	0.00001216	false	false
micro_b006	6	38	45	welches	0.44785950	false	false
micro_b006	7	46	49	als	0.00007368	false	false
micro_b006	8	50	57	solches	0.00001834	false	false
micro_b006	9	58	60	in	0.00004247	false	false
micro_b006	10	61	72	Deutschland	0.00000810	false	false
micro_b006	11	73	78	nicht	0.00004401	false	false
micro_b006	12	79	88	anwendbar	0.00001734	false	false
micro_b006	13	89	92	ist	0.00001888	false	false
micro_b006	14	92	93	.	0.00000881	false	false
micro_b006	15	94	97	Zum	0.99952269	true	true
micro_b006	16	98	103	einen	0.00003163	false	false
micro_b006	17	104	107	ist	0.00002357	false	false
micro_b006	18	108	110	in	0.00004138	false	false
micro_b006	19	111	118	unserer	0.00001158	false	false
micro_b006	20	119	129	Verfassung	0.00001303	false	false
micro_b006	21	130	134	eine	0.00003188	false	false
micro_b006	22	135	147	unantastbare	0.00001556	false	false
micro_b006	23	148	161	Menschenwürde	0.00001423	false	false
micro_b006	24	162	171	verankert	0.00006823	false	false
micro_b006	25	172	175	und	0.99888068	true	true
micro_b006	26	176	179	zum	0.00166245	false	false
micro_b006	27	180	187	anderen	0.00005089	false	false
micro_b006	28	188	192	kann	0.00003753	false	false
micro_b006	29	193	197	sich	0.00006695	false	false
micro_b006	30	198	202	kein	0.00006399	false	false
micro_b006	31	203	209	Mensch	0.00003557	false	false
micro_b006	32	210	213	ein	0.00007797	false	false
micro_b006	33	214	219	Recht	0.00003461	false	false
micro_b006	34	220	232	herausnehmen	0.00020189	false	false
micro_b006	35	232	233	,	0.00001195	false	false
micro_b006	36	234	238	über	0.07319072	false	false
micro_b006	37	239	242	den	0.00001980	false	false
micro_b006	38	243	246	Tod	0.00001919	false	false
micro_b006	39	247	252	eines	0.00002813	false	false
micro_b006	40	253	260	anderen	0.00001361	false	false
micro_b006	41	261	269	Menschen	0.00001877	false	false
micro_b006	42	270	281	entscheiden	0.00007910	false	false
micro_b006	43	282	284	zu	0.00033617	false	false
micro_b006	44	285	291	dürfen	0.00002413	false	false
micro_b006	45	291	292	.	0.00001110	false	false
micro_b006	46	293	297	Auch	0.99925059	true	true
micro_b006	47	298	302	wenn	0.00032792	false	false
micro_b006	48	303	308	viele	0.00008320	false	false
micro_b006	49	309	317	Menschen	0.00002639	false	false
micro_b006	50	318	324	denken	0.00003302	false	false
micro_b006	51	324	325	,	0.00001416	false	false
micro_b006	52	326	330	dass	0.87737226	true	false
micro_b006	53	331	334	ein	0.00012820	false	false
micro_b006	54	335	341	Mörder	0.00001684	false	false
micro_b006	55	342	349	bereits	0.00015315	false	false
micro_b006	56	350	354	über	0.00004862	false	false
micro_b006	57	355	360	Leben	0.00000927	false	false
micro_b006	58	361	364	und	0.00003956	false	false
micro_b006	59	365	368	Tod	0.00001002	false	false
micro_b006	60	369	374	eines	0.00001969	false	false
micro_b006	61	375	382	anderen	0.00000982	false	false
micro_b006	62	383	391	Menschen	0.00001296	false	false
micro_b006	63	392	403	entschieden	0.00007003	false	false
micro_b006	64	404	407	hat	0.00002933	false	false
micro_b006	65	407	408	,	0.00001123	false	false
micro_b006	66	409	412	ist	0.99289286	true	true
micro_b006	67	413	417	dies	0.00006085	false	false
micro_b006	68	418	420	ja	0.00005390	false	false
micro_b006	69	421	424	die	0.00002133	false	false
micro_b006	70	425	433	Straftat	0.00005377	false	false
micro_b006	71	433	434	,	0.00001165	false	false
micro_b006	72	435	438	die	0.35366672	false	false
micro_b006	73	439	442	wir	0.00011829	false	false
micro_b006	74	443	448	nicht	0.00005579	false	false
micro_b006	75	449	452	mit	0.00020311	false	false
micro_b006	76	453	457	eben	0.00001014	false	false
micro_b006	77	458	465	solcher	0.00001307	false	false
micro_b006	78	466	475	vergelten	0.00005870	false	false
micro_b006	79	476	482	können	0.00001585	false	false
micro_b006	80	482	483	.	0.00001095	false	false
micro_b007	0	0	11	Hundehaufen	0.99850559	true	true
micro_b007	1	12	15	auf	0.00023875	false	false
micro_b007	2	16	24	Gehwegen	0.00001314	false	false
micro_b007	3	25	34	erfordern	0.00029742	false	false
micro_b007	4	35	40	meine	0.00040623	false	false
micro_b007	5	41	50	komplette	0.00003928	false	false
micro_b007	6	50	51	,	0.00002168	false	false
micro_b007	7	52	55	auf	0.01937708	false	false
micro_b007	8	56	59	den	0.00001515	false	false
micro_b007	9	60	65	Boden	0.00002224	false	false
micro_b007	10	66	76	gerichtete	0.00021929	false	false
micro_b007	11	76	77	,	0.00001543	false	false
micro_b007	12	78	92	Aufmerksamkeit	0.02003684	false	false
micro_b007	13	93	96	auf	0.00548643	false	false
micro_b007	14	97	100	dem	0.00001951	false	false
micro_b007	15	101	104	Weg	0.00002368	false	false
micro_b007	16	105	108	zur	0.00008599	false	false
micro_b007	17	109	115	Arbeit	0.00001523	false	false
micro_b007	18	115	116	.	0.00002327	false	false
micro_b007	19	117	124	Dadurch	0.99894363	true	true
micro_b007	20	125	133	entsteht	0.00003640	false	false
micro_b007	21	134	138	eine	0.00002530	false	false
micro_b007	22	139	152	Unachtsamkeit	0.00001847	false	false
micro_b007	23	153	155	im	0.00003736	false	false
micro_b007	24	156	170	Straßenverkehr	0.00001364	false	false
micro_b007	25	170	171	,	0.00001402	false	false
micro_b007	26	172	175	die	0.69296169	true	false
micro_b007	27	176	188	vergleichbar	0.00005024	false	false
micro_b007	28	189	192	mit	0.00001992	false	false
micro_b007	29	193	198	einem	0.00001262	false	false
micro_b007	30	199	205	Delikt	0.00000929	false	false
micro_b007	31	206	209	der	0.00003062	false	false
micro_b007	32	210	214	StVo	0.00001424	false	false
micro_b007	33	215	218	ist	0.00002105	false	false
micro_b007	34	218	219	.	0.00000950	false	false
micro_b007	35	220	227	Deshalb	0.99938464	true	true
micro_b007	36	228	234	sollte	0.00002815	false	false
micro_b007	37	235	238	die	0.00004915	false	false
micro_b007	38	239	251	Verursachung	0.00003396	false	false
micro_b007	39	252	257	eines	0.00002761	false	false
micro_b007	40	258	265	solchen	0.00001164	false	false
micro_b007	41	266	278	Hindernisses	0.00002570	false	false
micro_b007	42	279	286	stärker	0.00005269	false	false
micro_b007	43	287	295	geahndet	0.00002804	false	false
micro_b007	44	296	302	werden	0.00004631	false	false
micro_b007	45	302	303	.	0.00001033	false	false
micro_b007	46	304	315	Hundehalter	0.99818331	true	true
micro_b007	47	316	321	mögen	0.00004891	false	false
micro_b007	48	322	328	denken	0.00004554	false	false
micro_b007	49	328	329	,	0.00001503	false	false
micro_b007	50	330	334	dass	0.55837679	true	false
micro_b007	51	335	338	ein	0.00008917	false	false
micro_b007	52	339	350	Hundehaufen	0.00001903	false	false
micro_b007	53	351	354	nur	0.00011822	false	false
micro_b007	54	355	358	ein	0.00001374	false	false
micro_b007	55	359	367	harmlose	0.00001589	false	false
micro_b007	56	368	374	Sekret	0.00002110	false	false
micro_b007	57	375	380	eines	0.00006091	false	false
micro_b007	58	381	387	Tieres	0.00001986	false	false
micro_b007	59	388	391	wie	0.00388164	false	false
micro_b007	60	392	397	jedes	0.00001694	false	false
micro_b007	61	398	404	andere	0.00001222	false	false
micro_b007	62	405	408	ist	0.00002203	false	false
micro_b007	63	408	409	.	0.00001032	false	false
micro_b007	64	410	414	Doch	0.99911588	true	true
micro_b007	65	415	419	dann	0.00004348	false	false
micro_b007	66	420	429	verkennen	0.00002505	false	false
micro_b007	67	430	433	sie	0.00003331	false	false
micro_b007	68	434	437	die	0.00003573	false	false
micro_b007	69	438	450	Auswirkungen	0.00002117	false	false
micro_b007	70	451	454	auf	0.00002838	false	false
micro_b007	71	455	458	den	0.00001546	false	false
micro_b007	72	459	473	Straßenverkehr	0.00001491	false	false
micro_b007	73	473	474	.	0.00001192	false	false
micro_b008	0	0	9	Natürlich	0.99941790	true	true
micro_b008	1	10	14	wäre	0.00002368	false	false
micro_b008	2	15	17	es	0.00001884	false	false
micro_b008	3	18	23	schön	0.00003723	false	false
micro_b008	4	24	31	einfach	0.00005597	false	false
micro_b008	5	31	32	,	0.00001097	false	false
micro_b008	6	33	37	wenn	0.95070332	true	false
