doc_id	model_token_index	char_offset	char_end	token_text	boundary_probability	predicted_boundary	gold_adu_start
micro_b003	2	4	16	▁Krankenkasse	0.00020277	false	false
micro_b003	4	18	25	▁sollten	0.02359601	false	false
micro_b003	5	26	36	▁Behandlung	0.00127115	false	false
micro_b003	7	39	43	▁beim	0.00041468	false	false
micro_b003	8	44	49	▁Natur	0.00058871	false	false
micro_b003	10	51	55	▁oder	0.00311920	false	false
micro_b003	11	56	60	▁Heil	0.00004815	false	false
micro_b003	14	70	75	▁nicht	0.00210138	false	false
micro_b003	15	76	77	▁	0.00007691	false	false
micro_b003	16	76	82	zahlen	0.00163489	false	false
micro_b003	18	84	86	▁es	0.99810600	true	true
micro_b003	19	87	90	▁sei	0.01212289	false	false
micro_b003	20	91	95	▁denn	0.02236006	false	false
micro_b003	21	96	99	▁der	0.00528068	false	false
micro_b003	22	100	103	▁ver	0.00025746	false	false
micro_b003	25	113	119	▁Effekt	0.00035248	false	false
micro_b003	26	120	123	▁und	0.04322557	false	false
micro_b003	27	124	130	▁dessen	0.00075568	false	false
micro_b003	28	131	143	▁medizinische	0.00017352	false	false
micro_b003	30	145	151	▁Nutzen	0.00008668	false	false
micro_b003	31	152	156	▁sind	0.00134070	false	false
micro_b003	32	157	161	▁hand	0.00131616	false	false
micro_b003	34	166	170	▁nach	0.00062393	false	false
micro_b003	38	180	185	▁Genau	0.99979824	true	true
micro_b003	39	186	192	▁dieser	0.00046727	false	false
micro_b003	40	193	197	▁Nach	0.00046902	false	false
micro_b003	42	202	207	▁fehlt	0.00114792	false	false
micro_b003	43	208	214	▁jedoch	0.00099369	false	false
micro_b003	44	215	217	▁in	0.00072385	false	false
micro_b003	45	218	221	▁den	0.00017686	false	false
micro_b003	46	222	229	▁meisten	0.00009197	false	false
micro_b003	47	230	236	▁Fällen	0.00008060	false	false
micro_b003	49	238	239	▁Z	0.99926072	true	true
micro_b003	51	243	244	▁v	0.00555797	false	false
micro_b003	54	253	256	▁die	0.00027432	false	false
micro_b003	55	257	266	▁Patienten	0.00007654	false	false
micro_b003	56	267	270	▁oft	0.00050303	false	false
micro_b003	57	271	274	▁auf	0.00217851	false	false
micro_b003	58	275	279	▁eine	0.00038836	false	false
micro_b003	59	280	284	▁Lind	0.00038858	false	false
micro_b003	61	290	295	▁ihrer	0.00009817	false	false
micro_b003	62	296	306	▁Beschwerde	0.00007145	false	false
micro_b003	64	308	312	▁nach	0.03411176	false	false
micro_b003	65	313	316	▁der	0.00008057	false	false
micro_b003	68	324	334	▁Behandlung	0.00009910	false	false
micro_b003	71	338	340	▁So	0.99958521	true	true
micro_b003	73	346	350	▁aber	0.00097565	false	false
micro_b003	74	351	356	▁nicht	0.00030208	false	false
micro_b003	75	357	361	▁klar	0.00074689	false	false
micro_b003	76	362	365	▁ist	0.00024233	false	false
micro_b003	78	367	370	▁wie	0.24620429	false	false
micro_b003	80	373	375	▁es	0.00008080	false	false
micro_b003	81	376	380	▁dazu	0.00015004	false	false
micro_b003	82	381	386	▁kommt	0.00021534	false	false
micro_b003	84	388	394	▁sollte	0.97712839	true	false
micro_b003	85	395	398	▁das	0.00074513	false	false
micro_b003	86	399	403	▁Geld	0.00075359	false	false
micro_b003	87	404	410	▁besser	0.00449365	false	false
micro_b003	88	411	414	▁für	0.00184449	false	false
micro_b003	89	415	425	▁Behandlung	0.00041015	false	false
micro_b003	91	428	431	▁aus	0.00018039	false	false
micro_b003	93	439	445	▁werden	0.00048390	false	false
micro_b003	95	447	450	▁bei	0.38526312	false	false
micro_b003	96	451	456	▁denen	0.00081173	false	false
micro_b003	97	457	460	▁man	0.00147853	false	false
micro_b003	98	461	463	▁es	0.00024315	false	false
micro_b003	99	464	467	▁mit	0.00142899	false	false
micro_b003	100	468	478	▁Sicherheit	0.00011261	false	false
micro_b003	101	479	484	▁weiss	0.00289033	false	false
micro_b004	1	0	9	▁Natürlich	0.99985528	true	true
micro_b004	2	10	14	▁gibt	0.00033447	false	false
micro_b004	3	15	17	▁es	0.00004774	false	false
micro_b004	4	18	22	▁auch	0.00033047	false	false
micro_b004	5	23	25	▁im	0.00018034	false	false
micro_b004	6	26	27	▁Ö	0.00012731	false	false
micro_b004	13	49	55	▁einige	0.00052634	false	false
micro_b004	14	56	60	▁Send	0.00010119	false	false
micro_b004	17	67	70	▁die	0.29585397	false	false
micro_b004	18	71	74	▁den	0.00044195	false	false
micro_b004	19	75	79	▁Rund	0.00023851	false	false
micro_b004	22	91	96	▁nicht	0.00029030	false	false
micro_b004	23	97	101	▁wert	0.00023027	false	false
micro_b004	24	102	106	▁sind	0.00012057	false	false
micro_b004	26	108	111	▁und	0.99570292	true	true
micro_b004	27	112	118	▁andere	0.00332408	false	false
micro_b004	29	120	123	▁wie	0.08843299	false	false
micro_b004	30	124	127	▁der	0.00022092	false	false
micro_b004	31	128	133	▁Musik	0.00007378	false	false
micro_b004	35	144	148	▁oder	0.00554956	false	false
micro_b004	36	149	152	▁die	0.00005148	false	false
micro_b004	37	153	159	▁vielen	0.00009223	false	false
micro_b004	38	160	164	▁Tele	0.00005712	false	false
micro_b004	42	173	177	▁sind	0.10030949	false	false
micro_b004	43	178	181	▁nur	0.00330588	false	false
micro_b004	44	182	185	▁für	0.00144756	false	false
micro_b004	45	186	195	▁bestimmte	0.00023448	false	false
micro_b004	46	196	205	▁Zuschauer	0.00005816	false	false
micro_b004	48	213	224	▁interessant	0.00015061	false	false
micro_b004	50	226	234	▁Trotzdem	0.99973613	true	true
micro_b004	51	235	242	▁sollten	0.01515371	false	false
micro_b004	52	243	247	▁alle	0.00219158	false	false
micro_b004	53	248	254	▁gleich	0.00035300	false	false
micro_b004	56	262	265	▁für	0.00246338	false	false
micro_b004	57	266	269	▁die	0.00012121	false	false
micro_b004	58	270	282	▁Finanzierung	0.00019663	false	false
micro_b004	59	283	286	▁der	0.00018739	false	false
micro_b004	60	287	288	▁	0.00003686	false	false
micro_b004	61	287	297	öffentlich	0.00009432	false	false
micro_b004	62	298	299	▁	0.00015682	false	false
micro_b004	63	298	309	rechtlichen	0.00006304	false	false
micro_b004	64	310	314	▁Send	0.00007385	false	false
micro_b004	66	317	320	▁auf	0.00170783	false	false
micro_b004	69	328	332	▁denn	0.99848938	true	true
micro_b004	70	333	336	▁wir	0.00313017	false	false
micro_b004	71	337	345	▁brauchen	0.00031141	false	false
micro_b004	72	346	355	▁allgemein	0.00091076	false	false
micro_b004	74	357	360	▁und	0.00834716	false	false
micro_b004	75	361	371	▁unabhängig	0.00028684	false	false
micro_b004	77	373	379	▁Medien	0.00008831	false	false
micro_b004	79	381	392	▁Schließlich	0.99970347	true	true
micro_b004	80	393	399	▁wollen	0.00714060	false	false
micro_b004	81	400	403	▁wir	0.00094308	false	false
micro_b004	82	404	411	▁unserer	0.00068992	false	false
micro_b004	84	414	419	▁Blick	0.00017562	false	false
micro_b004	85	420	423	▁auf	0.00023846	false	false
micro_b004	86	424	427	▁die	0.00016314	false	false
micro_b004	87	428	432	▁Welt	0.00007353	false	false
micro_b004	88	433	438	▁weder	0.01043568	false	false
micro_b004	89	439	444	▁durch	0.00079176	false	false
micro_b004	90	445	448	▁die	0.00011412	false	false
micro_b004	91	449	452	▁Bri	0.00003556	false	false
micro_b004	93	456	459	▁der	0.00031557	false	false
micro_b004	94	460	469	▁Regierung	0.00007932	false	false
micro_b004	95	470	474	▁noch	0.04500845	false	false
micro_b004	96	475	480	▁durch	0.00035073	false	false
micro_b004	97	481	484	▁die	0.00015440	false	false
micro_b004	98	485	488	▁von	0.00024618	false	false
micro_b004	99	489	490	▁	0.00003390	false	false
micro_b004	100	489	496	reichen	0.00108108	false	false
micro_b004	101	497	503	▁Medien	0.00005333	false	false
micro_b004	105	516	524	▁bekommen	0.00089759	false	false
micro_b005	1	0	3	▁Die	0.99985468	true	true
micro_b005	2	4	6	▁Ge	0.00014471	false	false
micro_b005	5	18	24	▁müssen	0.00859776	false	false
micro_b005	6	25	33	▁dringend	0.00779259	false	false
micro_b005	7	34	41	▁stärker	0.00205482	false	false
micro_b005	8	42	45	▁vom	0.00186014	false	false
micro_b005	9	46	55	▁Parlament	0.00130779	false	false
micro_b005	10	56	64	▁kontroll	0.00045432	false	false
micro_b005	12	69	75	▁werden	0.00045186	false	false
micro_b005	14	77	80	▁das	0.83374828	true	true
micro_b005	15	81	87	▁sollte	0.05776194	false	false
micro_b005	16	88	93	▁jedem	0.00577147	false	false
micro_b005	17	94	98	▁nach	0.07213388	false	false
micro_b005	18	99	102	▁den	0.00028672	false	false
micro_b005	19	103	106	▁Ent	0.00018282	false	false
micro_b005	23	116	119	▁von	0.00065217	false	false
micro_b005	24	120	126	▁Edward	0.00226048	false	false
micro_b005	25	127	131	▁Snow	0.00043249	false	false
micro_b005	27	135	139	▁klar	0.00820107	false	false
micro_b005	28	140	144	▁sein	0.00307403	false	false
micro_b005	30	146	149	▁Die	0.99983656	true	true
micro_b005	31	150	152	▁be	0.00028582	false	false
micro_b005	33	160	164	▁zwar	0.00233499	false	false
micro_b005	34	165	168	▁vor	0.00036914	false	false
micro_b005	35	169	174	▁allem	0.00008142	false	false
micro_b005	36	175	178	▁die	0.00024124	false	false
micro_b005	37	179	188	▁britische	0.00009844	false	false
micro_b005	39	190	193	▁und	0.00058777	false	false
micro_b005	40	194	195	▁	0.00005698	false	false
micro_b005	41	194	207	amerikanische	0.00006237	false	false
micro_b005	43	209	211	▁Ge	0.00007341	false	false
micro_b005	47	224	228	▁aber	0.99474192	true	true
micro_b005	48	229	232	▁mit	0.00922543	false	false
micro_b005	49	233	238	▁denen	0.00120702	false	false
micro_b005	50	239	247	▁arbeiten	0.00233700	false	false
micro_b005	51	248	251	▁die	0.00065499	false	false
micro_b005	52	252	261	▁Deutschen	0.00025177	false	false
micro_b005	53	262	268	▁Dienst	0.00016067	false	false
micro_b005	55	270	277	▁bekannt	0.00684885	false	false
micro_b005	58	285	288	▁eng	0.00129296	false	false
micro_b005	59	289	297	▁zusammen	0.00038472	false	false
micro_b005	61	299	302	▁Der	0.99921882	true	true
micro_b005	63	305	313	▁Werkzeug	0.00010343	false	false
micro_b005	66	316	321	▁Daten	0.00026748	false	false
micro_b005	67	322	325	▁und	0.00180085	false	false
micro_b005	68	326	330	▁Know	0.00012029	false	false
micro_b005	70	334	338	▁wird	0.00247868	false	false
micro_b005	71	339	344	▁schon	0.00327156	false	false
micro_b005	72	345	350	▁lange	0.00012257	false	false
micro_b005	73	351	353	▁zu	0.00718673	false	false
micro_b005	74	354	361	▁unserer	0.00018633	false	false
micro_b005	75	362	366	▁Über	0.00009690	false	false
micro_b005	78	374	381	▁genutzt	0.00041511	false	false
micro_b006	1	0	3	▁Die	0.99990344	true	true
micro_b006	2	4	6	▁To	0.00028682	false	false
micro_b006	6	16	19	▁ist	0.00255448	false	false
micro_b006	7	20	23	▁ein	0.00030506	false	false
micro_b006	8	24	30	▁Rechts	0.00009882	false	false
micro_b006	11	38	45	▁welches	0.46715984	false	false
micro_b006	12	46	49	▁als	0.00050610	false	false
micro_b006	13	50	56	▁solche	0.00005851	false	false
micro_b006	15	58	60	▁in	0.00027817	false	false
micro_b006	16	61	72	▁Deutschland	0.00015583	false	false
micro_b006	17	73	78	▁nicht	0.00045868	false	false
micro_b006	18	79	81	▁an	0.00024092	false	false
micro_b006	21	89	92	▁ist	0.00033362	false	false
micro_b006	23	94	97	▁Zum	0.99945194	true	true
micro_b006	24	98	103	▁einen	0.00012669	false	false
micro_b006	25	104	107	▁ist	0.00340595	false	false
micro_b006	26	108	110	▁in	0.00025501	false	false
micro_b006	27	111	118	▁unserer	0.00010493	false	false
micro_b006	28	119	129	▁Verfassung	0.00010546	false	false
micro_b006	29	130	134	▁eine	0.00038339	false	false
micro_b006	30	135	137	▁un	0.00008479	false	false
micro_b006	34	148	156	▁Menschen	0.00006841	false	false
micro_b006	38	162	165	▁ver	0.00021370	false	false
micro_b006	41	172	175	▁und	0.90625095	true	true
micro_b006	42	176	179	▁zum	0.02650546	false	false
micro_b006	43	180	187	▁anderen	0.00008126	false	false
micro_b006	44	188	192	▁kann	0.00333311	false	false
micro_b006	45	193	197	▁sich	0.00030467	false	false
micro_b006	46	198	202	▁kein	0.00027752	false	false
micro_b006	47	203	209	▁Mensch	0.00008501	false	false
micro_b006	48	210	213	▁ein	0.00017265	false	false
micro_b006	49	214	219	▁Recht	0.00007677	false	false
micro_b006	50	220	226	▁heraus	0.00028899	false	false
micro_b006	53	234	238	▁über	0.05447862	false	false
micro_b006	54	239	242	▁den	0.00041737	false	false
micro_b006	55	243	246	▁Tod	0.00011886	false	false
micro_b006	56	247	252	▁eines	0.00033765	false	false
micro_b006	57	253	260	▁anderen	0.00006183	false	false
micro_b006	58	261	269	▁Menschen	0.00012497	false	false
micro_b006	59	270	281	▁entscheiden	0.00045116	false	false
micro_b006	60	282	284	▁zu	0.00054818	false	false
micro_b006	61	285	291	▁dürfen	0.00021300	false	false
micro_b006	63	293	297	▁Auch	0.99974650	true	true
micro_b006	64	298	302	▁wenn	0.00496384	false	false
micro_b006	65	303	308	▁viele	0.00028431	false	false
micro_b006	66	309	317	▁Menschen	0.00014760	false	false
micro_b006	67	318	324	▁denken	0.00106593	false	false
micro_b006	69	326	330	▁dass	0.44502795	false	false
micro_b006	70	331	334	▁ein	0.00070934	false	false
micro_b006	71	335	338	▁Mör	0.00013545	false	false
micro_b006	73	342	349	▁bereits	0.00145016	false	false
micro_b006	74	350	354	▁über	0.00103594	false	false
micro_b006	75	355	360	▁Leben	0.00024334	false	false
micro_b006	76	361	364	▁und	0.00200239	false	false
micro_b006	77	365	368	▁Tod	0.00008390	false	false
micro_b006	78	369	374	▁eines	0.00030274	false	false
micro_b006	79	375	382	▁anderen	0.00006331	false	false
micro_b006	80	383	391	▁Menschen	0.00011105	false	false
micro_b006	81	392	403	▁entschieden	0.00052663	false	false
micro_b006	82	404	407	▁hat	0.00020125	false	false
micro_b006	84	409	412	▁ist	0.92819124	true	true
micro_b006	85	413	417	▁dies	0.00531189	false	false
micro_b006	86	418	420	▁ja	0.00639444	false	false
micro_b006	87	421	424	▁die	0.00055152	false	false
micro_b006	88	425	430	▁Straf	0.00022847	false	false
micro_b006	91	435	438	▁die	0.21600066	false	false
micro_b006	92	439	442	▁wir	0.00069121	false	false
micro_b006	93	443	448	▁nicht	0.00035501	false	false
micro_b006	94	449	452	▁mit	0.00084167	false	false
micro_b006	95	453	457	▁eben	0.00012026	false	false
micro_b006	96	458	464	▁solche	0.00003806	false	false
micro_b006	98	466	469	▁ver	0.00066637	false	false
micro_b006	101	476	482	▁können	0.00066210	false	false
micro_b007	1	0	5	▁Hunde	0.99958748	true	true
micro_b007	4	12	15	▁auf	0.00062086	false	false
micro_b007	5	16	19	▁Geh	0.00012979	false	false
micro_b007	7	25	27	▁er	0.00351610	false	false
micro_b007	9	35	40	▁meine	0.00071360	false	false
micro_b007	10	41	49	▁komplett	0.00017623	false	false
micro_b007	13	52	55	▁auf	0.00080345	false	false
micro_b007	14	56	59	▁den	0.00020505	false	false
micro_b007	15	60	65	▁Boden	0.00011169	false	false
micro_b007	16	66	67	▁	0.00002872	false	false
micro_b007	17	66	74	gerichte	0.00010765	false	false
micro_b007	20	78	92	▁Aufmerksamkeit	0.00114494	false	false
micro_b007	21	93	96	▁auf	0.00924309	false	false
micro_b007	22	97	100	▁dem	0.00026976	false	false
micro_b007	23	101	104	▁Weg	0.00010087	false	false
micro_b007	24	105	108	▁zur	0.00031430	false	false
micro_b007	25	109	115	▁Arbeit	0.00010243	false	false
micro_b007	27	117	124	▁Dadurch	0.99935299	true	true
micro_b007	28	125	133	▁entsteht	0.00015990	false	false
micro_b007	29	134	138	▁eine	0.00050462	false	false
micro_b007	30	139	141	▁Un	0.00014180	false	false
micro_b007	34	153	155	▁im	0.00042921	false	false
micro_b007	35	156	163	▁Straßen	0.00008493	false	false
micro_b007	38	172	175	▁die	0.60868305	true	false
micro_b007	39	176	188	▁vergleichbar	0.00021753	false	false
micro_b007	40	189	192	▁mit	0.00005958	false	false
micro_b007	41	193	198	▁einem	0.00003854	false	false
micro_b007	42	199	201	▁De	0.00006046	false	false
micro_b007	44	206	209	▁der	0.00012691	false	false
micro_b007	45	210	212	▁St	0.00007225	false	false
micro_b007	47	215	218	▁ist	0.00035461	false	false
micro_b007	49	220	227	▁Deshalb	0.99974567	true	true
micro_b007	50	228	234	▁sollte	0.01477812	false	false
micro_b007	51	235	238	▁die	0.00066846	false	false
micro_b007	52	239	242	▁Ver	0.00008887	false	false
micro_b007	56	252	257	▁eines	0.00014681	false	false
micro_b007	57	258	265	▁solchen	0.00007866	false	false
micro_b007	58	266	270	▁Hind	0.00006004	false	false
micro_b007	62	279	286	▁stärker	0.00060205	false	false
micro_b007	63	287	289	▁ge	0.00013773	false	false
micro_b007	66	296	302	▁werden	0.00012390	false	false
micro_b007	68	304	309	▁Hunde	0.99961638	true	true
micro_b007	70	316	318	▁mö	0.00029222	false	false
micro_b007	72	322	328	▁denken	0.00033977	false	false
micro_b007	74	330	334	▁dass	0.45560375	false	false
micro_b007	75	335	338	▁ein	0.00035760	false	false
micro_b007	76	339	344	▁Hunde	0.00006727	false	false
micro_b007	79	351	354	▁nur	0.00530687	false	false
micro_b007	80	355	358	▁ein	0.00021706	false	false
micro_b007	81	359	362	▁har	0.00005447	false	false
micro_b007	84	368	374	▁Sekret	0.00013878	false	false
micro_b007	85	375	380	▁eines	0.00022897	false	false
micro_b007	86	381	386	▁Tiere	0.00005866	false	false
micro_b007	88	388	391	▁wie	0.00787377	false	false
micro_b007	89	392	397	▁jedes	0.00008748	false	false
micro_b007	90	398	404	▁andere	0.00005591	false	false
micro_b007	91	405	408	▁ist	0.00208309	false	false
micro_b007	93	410	414	▁Doch	0.99969172	true	true
micro_b007	94	415	419	▁dann	0.01963260	false	false
micro_b007	95	420	426	▁verken	0.00261214	false	false
micro_b007	97	430	433	▁sie	0.00056782	false	false
micro_b007	98	434	437	▁die	0.00025096	false	false
micro_b007	99	438	450	▁Auswirkungen	0.00006351	false	false
micro_b007	100	451	454	▁auf	0.00022673	false	false
micro_b007	101	455	458	▁den	0.00077706	false	false
micro_b007	102	459	466	▁Straßen	0.00007456	false	false
micro_b008	1	0	9	▁Natürlich	0.99988163	true	true
micro_b008	2	10	14	▁wäre	0.00488746	false	false
micro_b008	3	15	17	▁es	0.00022180	false	false
micro_b008	4	18	23	▁schön	0.00111566	false	false
micro_b008	5	24	31	▁einfach	0.00039832	false	false
micro_b008	7	33	37	▁wenn	0.91521138	true	false
micro_b008	8	38	41	▁ich	0.00652230	false	false
micro_b008	9	42	46	▁nach	0.02410201	false	false
micro_b008	10	47	52	▁einer	0.00033495	false	false
micro_b008	11	53	55	▁fe	0.00007720	false	false
micro_b008	17	70	75	▁Nacht	0.00009957	false	false
micro_b008	18	76	79	▁mit	0.00033541	false	false
micro_b008	19	80	83	▁der	0.00022884	false	false
micro_b008	20	84	86	▁Di	0.00015978	false	false
micro_b008	27	104	106	▁am	0.00375181	false	false
micro_b008	28	107	115	▁nächsten	0.00009643	false	false
micro_b008	29	116	122	▁Morgen	0.00005771	false	false
micro_b008	30	123	126	▁nur	0.00430679	false	false
micro_b008	31	127	131	▁noch	0.00080376	false	false
micro_b008	32	132	133	"▁"""	0.02401594	false	false
micro_b008	34	137	138	▁P	0.00011686	false	false
micro_b008	36	143	149	▁danach	0.00035389	false	false
micro_b008	38	151	157	▁nehmen	0.00053235	false	false
micro_b008	39	158	162	▁muss	0.00724267	false	false
micro_b008	40	163	166	▁und	0.96655178	true	false
micro_b008	41	167	171	▁dann	0.05641057	false	false
micro_b008	42	172	174	▁be	0.00226034	false	false
