doc_id	language	char_offset	token_index	adu_id	edu_id	boundary_class	source	status	confidence	model	run_id	sameunit_affected
micro_b010	de	89		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b010	de	178		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b010	de	287		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b010	de	324		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b011	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b011	de	110		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b011	de	154		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b011	de	182		a3	e4	internal_edu	eduseg_de	automatic	0.92888045	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b012	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b012	de	67		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b012	de	167		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b012	de	300		a3	e4	internal_edu	eduseg_de	automatic	0.56620091	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b012	de	344		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b012	de	440		a4	e6	internal_edu	eduseg_de	automatic	0.96911150	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b013	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b013	de	97		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b013	de	228		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b013	de	355		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b013	de	455		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b014	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b014	de	57		a1	e2	internal_edu	eduseg_de	automatic	0.62898749	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b014	de	103		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b014	de	197		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b014	de	288		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b014	de	315		a4	e6	internal_edu	eduseg_de	automatic	0.99869066	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b014	de	405		a5	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	98		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	163		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	213		a3	e4	internal_edu	eduseg_de	automatic	0.96719980	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b015	de	252		a3	e5	internal_edu	eduseg_de	automatic	0.89220876	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b015	de	279		a4	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	338		a5	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b015	de	368		a5	e8	internal_edu	eduseg_de	automatic	0.98609412	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b015	de	405		a5	e9	internal_edu	eduseg_de	automatic	0.98617607	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b016	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b016	de	101		a1	e2	internal_edu	eduseg_de	automatic	0.96805465	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b016	de	131		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b016	de	183		a2	e4	internal_edu	eduseg_de	automatic	0.73993629	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b016	de	215		a2	e5	internal_edu	eduseg_de	automatic	0.92473298	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b016	de	285		a3	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b016	de	399		a4	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b016	de	504		a5	e8	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b017	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b017	de	87		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b017	de	138		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b017	de	225		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b017	de	296		a4	e5	internal_edu	eduseg_de	automatic	0.88145554	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b017	de	368		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b018	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b018	de	59		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b018	de	150		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b018	de	241		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b018	de	296		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	76		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	94		a2	e3	internal_edu	eduseg_de	automatic	0.63655853	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b019	de	109		a2	e4	internal_edu	eduseg_de	automatic	0.87769216	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b019	de	166		a3	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	259		a4	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	335		a5	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b019	de	415		a6	e8	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	59		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	148		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	219		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	292		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b020	de	372		a6	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b021	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b021	de	62		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b021	de	147		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b021	de	209		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b022	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b022	de	64		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b022	de	107		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b022	de	175		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b022	de	253		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b023	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b023	de	114		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b023	de	164		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b023	de	224		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b023	de	238		a4	e5	internal_edu	eduseg_de	automatic	0.50795025	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b023	de	363		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b024	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b024	de	113		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b024	de	150		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b024	de	245		a3	e4	internal_edu	eduseg_de	automatic	0.96267736	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b024	de	286		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b024	de	345		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	51		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	89		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	191		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	248		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b025	de	297		a6	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	96		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	192		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	280		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	386		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b026	de	459		a6	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b027	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b027	de	52		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b027	de	135		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b027	de	261		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b027	de	400		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b028	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b028	de	82		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b028	de	164		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b028	de	245		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b028	de	328		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	93		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	193		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	330		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	382		a4	e5	internal_edu	eduseg_de	automatic	0.95323032	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b029	de	421		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b029	de	480		a5	e7	internal_edu	eduseg_de	automatic	0.73585993	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b030	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b030	de	66		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b030	de	194		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b030	de	273		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b031	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b031	de	66		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b031	de	165		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b031	de	227		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b031	de	296		a4	e5	internal_edu	eduseg_de	automatic	0.80656451	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b032	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b032	de	64		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b032	de	117		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b032	de	202		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b032	de	245		a4	e5	internal_edu	eduseg_de	automatic	0.92802489	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b033	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b033	de	92		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b033	de	145		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b034	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b034	de	72		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b034	de	138		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b034	de	227		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b034	de	257		a4	e5	internal_edu	eduseg_de	automatic	0.98329723	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b034	de	293		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	96		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	158		a2	e3	internal_edu	eduseg_de	automatic	0.86479443	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b035	de	186		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	257		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	363		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b035	de	468		a5	e7	internal_edu	eduseg_de	automatic	0.50916690	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b036	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b036	de	82		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b036	de	212		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b036	de	303		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b036	de	380		a4	e5	internal_edu	eduseg_de	automatic	0.87025130	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b036	de	405		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b036	de	490		a6	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b037	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b037	de	70		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b037	de	149		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b037	de	289		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b037	de	354		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	68		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	201		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	294		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	414		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	494		a6	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b038	de	573		a6	e7	internal_edu	eduseg_de	automatic	0.68731791	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b039	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b039	de	75		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b039	de	192		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b039	de	262		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b039	de	403		a5	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b039	de	506		a6	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	84		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	175		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	269		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	405		a4	e5	internal_edu	eduseg_de	automatic	0.88926721	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b040	de	427		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	540		a6	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b040	de	576		a6	e8	internal_edu	eduseg_de	automatic	0.98059660	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b041	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b041	de	50		a1	e2	internal_edu	eduseg_de	automatic	0.99562573	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b041	de	98		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b041	de	218		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b041	de	288		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b041	de	340		a4	e6	internal_edu	eduseg_de	automatic	0.95636922	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b041	de	369		a5	e7	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b041	de	449		a6	e8	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	119		a1	e2	internal_edu	eduseg_de	automatic	0.99103397	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b042	de	157		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	237		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	344		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	404		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	548		a5	e7	internal_edu	eduseg_de	automatic	0.70364100	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b042	de	602		a6	e8	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b042	de	685		a6	e9	internal_edu	eduseg_de	automatic	0.95247984	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b044	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b044	de	84		a1	e2	internal_edu	eduseg_de	automatic	0.93892676	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	false
micro_b044	de	120		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b044	de	150		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b044	de	216		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b044	de	255		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b045	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	true
micro_b045	de	118		a1	e2	internal_edu	eduseg_de	automatic	0.98948330	eduseg_de@eduseg_de-v1.0	eduseg_de_adu_context_v1	true
micro_b045	de	156		a2	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	true
micro_b045	de	208		a3	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	true
micro_b045	de	306		a4	e5	adu	structural_constraint	forced			eduseg_de_adu_context_v1	true
micro_b045	de	387		a5	e6	adu	structural_constraint	forced			eduseg_de_adu_context_v1	true
micro_b046	de	0		a1	e1	document_start	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b046	de	58		a2	e2	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b046	de	114		a3	e3	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
micro_b046	de	190		a4	e4	adu	structural_constraint	forced			eduseg_de_adu_context_v1	false
