doc_id	language	char_offset	token_index	adu_id	edu_id	boundary_class	source	status	confidence	model	run_id	sameunit_affected
micro_b004	de	381	55	a5	e5	adu	SeCoRel	automatic	0.99873716	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b005	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b005	de	77	10	a2	e2	adu	SeCoRel	automatic	0.99534601	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b005	de	146	22	a3	e3	adu	SeCoRel	automatic	0.99925715	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b005	de	224	33	a4	e4	adu	SeCoRel	automatic	0.99868554	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b005	de	299	44	a5	e5	adu	SeCoRel	automatic	0.99866092	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	94	15	a2	e2	adu	SeCoRel	automatic	0.99952269	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	172	25	a3	e3	adu	SeCoRel	automatic	0.99888068	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	293	46	a4	e4	adu	SeCoRel	automatic	0.99925059	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	326	52	a4	e5	internal_edu	SeCoRel	automatic	0.87737226	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b006	de	409	66	a5	e6	adu	SeCoRel	automatic	0.99289286	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	117	19	a2	e2	adu	SeCoRel	automatic	0.99894363	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	172	26	a2	e3	internal_edu	SeCoRel	automatic	0.69296169	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	220	35	a3	e4	adu	SeCoRel	automatic	0.99938464	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	304	46	a4	e5	adu	SeCoRel	automatic	0.99818331	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	330	50	a4	e6	internal_edu	SeCoRel	automatic	0.55837679	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b007	de	410	64	a5	e7	adu	SeCoRel	automatic	0.99911588	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	33	6	a1	e2	internal_edu	SeCoRel	automatic	0.95070332	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	163	27	a1	e3	internal_edu	SeCoRel	automatic	0.98962003	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	192	33	a2	e4	adu	SeCoRel	automatic	0.99756145	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	222	40	a3	e5	adu	SeCoRel	automatic	0.99741542	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	287	51	a4	e6	adu	SeCoRel	automatic	0.99706799	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b008	de	325	58	a5	e7	adu	SeCoRel	automatic	0.99950147	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b009	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b009	de	115	18	a1	e2	internal_edu	SeCoRel	automatic	0.62428725	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b009	de	148	24	a2	e3	adu	SeCoRel	automatic	0.99887246	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b009	de	233	34	a3	e4	adu	SeCoRel	automatic	0.99952221	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b009	de	350	50	a4	e5	adu	SeCoRel	automatic	0.99875367	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b010	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b010	de	89	10	a2	e2	adu	SeCoRel	automatic	0.99825162	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b010	de	178	24	a3	e3	adu	SeCoRel	automatic	0.99879092	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b010	de	287	39	a4	e4	adu	SeCoRel	automatic	0.99467540	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b010	de	324	46	a5	e5	adu	SeCoRel	automatic	0.99771881	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b011	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b011	de	110	16	a2	e2	adu	SeCoRel	automatic	0.99930644	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b011	de	154	25	a3	e3	adu	SeCoRel	automatic	0.99554199	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b012	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b012	de	67	9	a2	e2	adu	SeCoRel	automatic	0.97987217	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b012	de	167	24	a3	e3	adu	SeCoRel	automatic	0.99924999	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b012	de	344	55	a4	e4	adu	SeCoRel	automatic	0.99968362	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b012	de	440	69	a4	e5	internal_edu	SeCoRel	automatic	0.98710632	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b013	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b013	de	97	10	a2	e2	adu	SeCoRel	automatic	0.99760252	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b013	de	228	31	a3	e3	adu	SeCoRel	automatic	0.99637789	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b013	de	355	48	a4	e4	adu	SeCoRel	automatic	0.99567324	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b013	de	453	60	a4	e5	internal_edu	SeCoRel	automatic	0.91846144	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	57	8	a1	e2	internal_edu	SeCoRel	automatic	0.51097172	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	103	19	a2	e3	adu	SeCoRel	automatic	0.99779379	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	197	36	a3	e4	adu	SeCoRel	automatic	0.99330115	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	288	48	a4	e5	adu	SeCoRel	automatic	0.98260987	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	315	54	a4	e6	internal_edu	SeCoRel	automatic	0.98602170	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b014	de	405	67	a5	e7	adu	SeCoRel	automatic	0.99862194	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	98	17	a2	e2	adu	SeCoRel	automatic	0.99968970	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	163	29	a3	e3	adu	SeCoRel	automatic	0.99851078	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	213	38	a3	e4	internal_edu	SeCoRel	automatic	0.98949617	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	252	45	a3	e5	internal_edu	SeCoRel	automatic	0.97816306	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	279	51	a4	e6	adu	SeCoRel	automatic	0.99870813	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	338	63	a5	e7	adu	SeCoRel	automatic	0.99665558	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	368	70	a5	e8	internal_edu	SeCoRel	automatic	0.98754209	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b015	de	405	77	a5	e9	internal_edu	SeCoRel	automatic	0.98582768	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	101	13	a1	e2	internal_edu	SeCoRel	automatic	0.99270684	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	131	19	a2	e3	adu	SeCoRel	automatic	0.99838686	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	183	27	a2	e4	internal_edu	SeCoRel	automatic	0.96039921	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	285	44	a3	e5	adu	SeCoRel	automatic	0.99866879	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	399	67	a4	e6	adu	SeCoRel	automatic	0.99931431	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b016	de	504	81	a5	e7	adu	SeCoRel	automatic	0.99837387	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	87	12	a2	e2	adu	SeCoRel	automatic	0.99952698	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	138	19	a3	e3	adu	SeCoRel	automatic	0.99820960	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	225	33	a4	e4	adu	SeCoRel	automatic	0.99900669	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	296	43	a4	e5	internal_edu	SeCoRel	automatic	0.95956838	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b017	de	368	56	a5	e6	adu	SeCoRel	automatic	0.99949300	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b018	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b018	de	59	10	a2	e2	adu	SeCoRel	automatic	0.99867541	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b018	de	150	21	a3	e3	adu	SeCoRel	automatic	0.99751955	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b018	de	241	33	a4	e4	adu	SeCoRel	automatic	0.99885619	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b018	de	296	41	a5	e5	adu	SeCoRel	automatic	0.99945086	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	76	12	a2	e2	adu	SeCoRel	automatic	0.99849892	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	109	19	a2	e3	internal_edu	SeCoRel	automatic	0.94102442	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	166	27	a3	e4	adu	SeCoRel	automatic	0.99919230	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	259	37	a4	e5	adu	SeCoRel	automatic	0.99762899	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	335	47	a5	e6	adu	SeCoRel	automatic	0.99886394	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b019	de	415	58	a6	e7	adu	SeCoRel	automatic	0.99682641	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	59	7	a2	e2	adu	SeCoRel	automatic	0.99923933	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	148	18	a3	e3	adu	SeCoRel	automatic	0.99799359	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	219	28	a4	e4	adu	SeCoRel	automatic	0.99739766	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	292	38	a5	e5	adu	SeCoRel	automatic	0.99852729	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b020	de	372	52	a6	e6	adu	SeCoRel	automatic	0.99493647	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b021	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b021	de	62	8	a2	e2	adu	SeCoRel	automatic	0.99779981	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b021	de	147	20	a3	e3	adu	SeCoRel	automatic	0.99637645	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b021	de	209	27	a4	e4	adu	SeCoRel	automatic	0.99419582	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b022	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b022	de	64	12	a2	e2	adu	SeCoRel	automatic	0.99949646	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b022	de	107	19	a3	e3	adu	SeCoRel	automatic	0.99662614	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b022	de	175	31	a4	e4	adu	SeCoRel	automatic	0.99553490	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b022	de	253	44	a5	e5	adu	SeCoRel	automatic	0.99946779	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b023	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b023	de	114	20	a2	e2	adu	SeCoRel	automatic	0.99708849	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b023	de	164	26	a3	e3	adu	SeCoRel	automatic	0.99867648	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b023	de	224	34	a4	e4	adu	SeCoRel	automatic	0.99819475	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b023	de	363	55	a5	e5	adu	SeCoRel	automatic	0.99807799	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	113	14	a2	e2	adu	SeCoRel	automatic	0.99920160	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	150	20	a3	e3	adu	SeCoRel	automatic	0.99925059	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	245	37	a3	e4	internal_edu	SeCoRel	automatic	0.96615767	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	286	43	a4	e5	adu	SeCoRel	automatic	0.99950325	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b024	de	345	54	a5	e6	adu	SeCoRel	automatic	0.99870205	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	51	7	a2	e2	adu	SeCoRel	automatic	0.98939532	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	89	13	a3	e3	adu	SeCoRel	automatic	0.99943393	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	191	27	a4	e4	adu	SeCoRel	automatic	0.99784768	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	248	36	a5	e5	adu	SeCoRel	automatic	0.99692506	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b025	de	297	44	a6	e6	adu	SeCoRel	automatic	0.99932158	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	96	12	a2	e2	adu	SeCoRel	automatic	0.99870610	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	192	25	a3	e3	adu	SeCoRel	automatic	0.99934882	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	280	37	a4	e4	adu	SeCoRel	automatic	0.99428129	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	386	51	a5	e5	adu	SeCoRel	automatic	0.99653995	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b026	de	459	64	a6	e6	adu	SeCoRel	automatic	0.88360804	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b027	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b027	de	52	7	a2	e2	adu	SeCoRel	automatic	0.99534935	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b027	de	135	21	a3	e3	adu	SeCoRel	automatic	0.99920940	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b027	de	261	37	a4	e4	adu	SeCoRel	automatic	0.99897015	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b027	de	400	57	a5	e5	adu	SeCoRel	automatic	0.99929929	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b028	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b028	de	82	11	a2	e2	adu	SeCoRel	automatic	0.99904615	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b028	de	164	22	a3	e3	adu	SeCoRel	automatic	0.99950981	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b028	de	245	34	a4	e4	adu	SeCoRel	automatic	0.99762183	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b028	de	328	45	a5	e5	adu	SeCoRel	automatic	0.99936384	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	93	11	a2	e2	adu	SeCoRel	automatic	0.99861956	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	113	15	a2	e3	internal_edu	SeCoRel	automatic	0.79850531	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	193	28	a3	e4	adu	SeCoRel	automatic	0.99828809	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	330	50	a4	e5	adu	SeCoRel	automatic	0.99832004	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	382	60	a4	e6	internal_edu	SeCoRel	automatic	0.97478628	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b029	de	421	66	a5	e7	adu	SeCoRel	automatic	0.99847990	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b030	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b030	de	66	9	a2	e2	adu	SeCoRel	automatic	0.99910080	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b030	de	194	28	a3	e3	adu	SeCoRel	automatic	0.99909365	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b030	de	273	40	a4	e4	adu	SeCoRel	automatic	0.99908566	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b031	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b031	de	66	10	a2	e2	adu	SeCoRel	automatic	0.99844068	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b031	de	165	28	a3	e3	adu	SeCoRel	automatic	0.99952447	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b031	de	227	38	a4	e4	adu	SeCoRel	automatic	0.99883050	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b031	de	296	49	a4	e5	internal_edu	SeCoRel	automatic	0.98689204	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b032	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b032	de	64	10	a2	e2	adu	SeCoRel	automatic	0.99868745	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b032	de	117	18	a3	e3	adu	SeCoRel	automatic	0.99917823	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b032	de	202	33	a4	e4	adu	SeCoRel	automatic	0.99523515	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b032	de	245	41	a4	e5	internal_edu	SeCoRel	automatic	0.98937374	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b033	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b033	de	92	13	a2	e2	adu	SeCoRel	automatic	0.99728739	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b033	de	145	25	a3	e3	adu	SeCoRel	automatic	0.99949443	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	72	9	a2	e2	adu	SeCoRel	automatic	0.98959726	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	138	20	a3	e3	adu	SeCoRel	automatic	0.99534398	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	227	35	a4	e4	adu	SeCoRel	automatic	0.99783450	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	257	40	a4	e5	internal_edu	SeCoRel	automatic	0.99046421	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b034	de	293	46	a5	e6	adu	SeCoRel	automatic	0.99813133	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	96	9	a2	e2	adu	SeCoRel	automatic	0.94136238	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	158	18	a2	e3	internal_edu	SeCoRel	automatic	0.94631046	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	186	24	a3	e4	adu	SeCoRel	automatic	0.99790961	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	257	35	a4	e5	adu	SeCoRel	automatic	0.99946922	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	363	50	a5	e6	adu	SeCoRel	automatic	0.99940360	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b035	de	468	64	a5	e7	internal_edu	SeCoRel	automatic	0.87857789	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	82	11	a2	e2	adu	SeCoRel	automatic	0.99944407	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	155	23	a2	e3	internal_edu	SeCoRel	automatic	0.85294968	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	212	31	a3	e4	adu	SeCoRel	automatic	0.99815410	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	303	43	a4	e5	adu	SeCoRel	automatic	0.58907497	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	380	51	a4	e6	internal_edu	SeCoRel	automatic	0.88183445	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	405	57	a5	e7	adu	SeCoRel	automatic	0.99898344	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b036	de	490	68	a6	e8	adu	SeCoRel	automatic	0.99758935	SeCoRel	secorel_disrpt_sentence_chunks_v1	false
micro_b037	de	0	0	a1	e1	document_start	structural_constraint	forced			secorel_disrpt_sentence_chunks_v1	false
